日期,市场,店铺类型,品牌,子品类,系列,是否进口,表面材质,规格,香味,置入方式,片数,包数,销售额,销量,均价
1709,阿里,集市,GOODCARE/佳期,日用,其他,国产,干爽网面,245,无香味,其他,80,1,3757.8900,151,24.88668874
1709,阿里,集市,GOODCARE/佳期,日用,其他,国产,干爽网面,245,无香味,其他,80,8,6525.3000,168,38.84107143
1709,阿里,集市,GOODCARE/佳期,日用,其他,国产,干爽网面,245,无香味,其他,其他,6,3459.2000,64,54.05000000
1709,阿里,集市,GOODCARE/佳期,日用,其他,国产,棉柔亲肤,245,无香味,其他,10,1,1191.1200,244,4.88163934
1709,阿里,集市,GOODCARE/佳期,日用,其他,国产,棉柔亲肤,245,无香味,其他,20,1,9733.9800,700,13.90568571
1709,阿里,集市,GOODCARE/佳期,日用,其他,国产,棉柔亲肤,245,无香味,其他,40,1,238.8000,10,23.88000000
1709,阿里,集市,GOODCARE/佳期,日用,其他,国产,棉柔亲肤,245,无香味,其他,80,8,1907.5000,48,39.73958333
1709,阿里,集市,GOODCARE/佳期,日用,其他,国产,棉柔亲肤,245,无香味,其他,其他,6,546.0000,10,54.60000000
1709,阿里,集市,GOODCARE/佳期,日用,其他,国产,棉柔亲肤,290,无香味,其他,40,4,285.2000,26,10.96923077
1709,阿里,集市,JAYA/千金净雅,产妇卫生巾,其他,其他,其他,其他,其他,其他,4,1,61.2000,1,61.20000000
1709,阿里,集市,JAYA/千金净雅,产妇卫生巾,其他,其他,其他,其他,其他,其他,其他,1,65.0000,10,6.50000000
1709,阿里,集市,JAYA/千金净雅,产妇卫生巾,其他,其他,棉柔亲肤,L,其他,其他,3,1,121.8000,2,60.90000000
1709,阿里,集市,JAYA/千金净雅,产妇卫生巾,其他,其他,棉柔亲肤,L,其他,其他,其他,1,274.3400,11,24.94000000
1709,阿里,集市,JAYA/千金净雅,产妇卫生巾,其他,其他,棉柔亲肤,M,其他,其他,其他,1,1060.8100,42,25.25738095
1709,阿里,集市,JAYA/千金净雅,产妇卫生巾,其他,其他,棉柔亲肤,S,其他,其他,10,1,103.8000,2,51.90000000
1709,阿里,集市,JAYA/千金净雅,产妇卫生巾,其他,其他,棉柔亲肤,XL,其他,其他,其他,1,153.5700,6,25.59500000
1709,阿里,集市,JAYA/千金净雅,产妇卫生巾,其他,其他,棉柔亲肤,其他,其他,其他,3,1,199.6000,4,49.90000000
1709,阿里,集市,JAYA/千金净雅,产妇卫生巾,其他,其他,棉柔亲肤,其他,其他,其他,其他,1,2329.8000,22,105.90000000
1709,阿里,集市,JAYA/千金净雅,产妇护垫,其他,其他,棉柔亲肤,其他,其他,其他,3,1,6083.0000,122,49.86065574
1709,阿里,集市,JAYA/千金净雅,产妇护垫,其他,其他,棉柔亲肤,其他,其他,其他,4,1,9842.0000,197,49.95939086
1709,阿里,集市,JAYA/千金净雅,其他,其他,其他,其他,其他,其他,其他,其他,其他,34315.3300,850,40.37097647
1709,阿里,集市,JAYA/千金净雅,其他,其他,国产,丝柔超薄,150,无香味,其他,其他,其他,28.8000,1,28.80000000
1709,阿里,集市,JAYA/千金净雅,其他,其他,国产,丝柔超薄,240,无香味,其他,其他,其他,579.7000,9,64.41111111
1709,阿里,集市,JAYA/千金净雅,其他,其他,国产,丝柔超薄,290,其他,其他,其他,其他,280.2000,15,18.68000000
1709,阿里,集市,JAYA/千金净雅,其他,其他,国产,其他,152,其他,其他,其他,其他,931.0000,49,19.00000000
1709,阿里,集市,JAYA/千金净雅,其他,其他,国产,其他,152,无香味,其他,其他,其他,5891.1000,219,26.90000000
1709,阿里,集市,JAYA/千金净雅,其他,其他,国产,其他,190,其他,其他,其他,其他,1242.4000,8,155.30000000
1709,阿里,集市,JAYA/千金净雅,其他,其他,国产,其他,190,无香味,其他,其他,其他,2929.4000,29,101.01379310
1709,阿里,集市,JAYA/千金净雅,其他,其他,国产,其他,240,无香味,其他,其他,其他,284.0000,7,40.57142857
1709,阿里,集市,JAYA/千金净雅,其他,其他,国产,其他,245,其他,其他,其他,其他,18.0000,6,3.00000000
1709,阿里,集市,JAYA/千金净雅,其他,其他,国产,其他,360,无香味,其他,其他,其他,413.1000,9,45.90000000
1709,阿里,集市,JAYA/千金净雅,其他,其他,国产,其他,420,其他,其他,其他,其他,111.3000,1,111.30000000
1709,阿里,集市,JAYA/千金净雅,其他,其他,国产,其他,其他,其他,其他,其他,其他,1673.6000,41,40.81951220
1709,阿里,集市,JAYA/千金净雅,其他,其他,国产,棉柔亲肤,150,无香味,其他,其他,其他,770.0000,44,17.50000000
1709,阿里,集市,JAYA/千金净雅,其他,其他,国产,棉柔亲肤,152,无香味,其他,其他,其他,511.1000,19,26.90000000
1709,阿里,集市,JAYA/千金净雅,其他,其他,国产,棉柔亲肤,190,无香味,其他,其他,其他,4603.7000,34,135.40294118
1709,阿里,集市,JAYA/千金净雅,其他,其他,国产,棉柔亲肤,240,无香味,其他,其他,其他,11944.7700,353,33.83787535
1709,阿里,集市,JAYA/千金净雅,其他,其他,国产,棉柔亲肤,290,其他,其他,其他,其他,49.6000,2,24.80000000
1709,阿里,集市,JAYA/千金净雅,其他,其他,国产,棉柔亲肤,290,无香味,其他,其他,其他,1927.4000,59,32.66779661
1709,阿里,集市,JAYA/千金净雅,其他,其他,国产,棉柔亲肤,340,无香味,其他,其他,其他,14.9000,1,14.90000000
1709,阿里,集市,JAYA/千金净雅,其他,其他,国产,棉柔亲肤,360,无香味,其他,其他,其他,14.0000,1,14.00000000
1709,阿里,集市,JAYA/千金净雅,其他,其他,国产,棉柔亲肤,410,无香味,其他,其他,其他,29.2000,2,14.60000000
1709,阿里,集市,JAYA/千金净雅,其他,其他,国产,棉柔亲肤,其他,无香味,其他,其他,其他,6068.1000,136,44.61838235
1709,阿里,集市,JAYA/千金净雅,夜用,其他,国产,丝柔超薄,290,其他,其他,6,1,50.4000,3,16.80000000
1709,阿里,集市,JAYA/千金净雅,夜用,其他,国产,丝柔超薄,290,其他,其他,8,1,1711.0000,58,29.50000000
1709,阿里,集市,JAYA/千金净雅,夜用,其他,国产,丝柔超薄,290,无香味,其他,8,1,1413.8000,52,27.18846154
1709,阿里,集市,JAYA/千金净雅,夜用,其他,国产,其他,290,其他,其他,6,1,262.1000,17,15.41764706
1709,阿里,集市,JAYA/千金净雅,夜用,其他,国产,其他,290,无香味,其他,5,1,305.8000,22,13.90000000
1709,阿里,集市,JAYA/千金净雅,夜用,其他,国产,其他,290,无香味,其他,6,1,968.4000,36,26.90000000
1709,阿里,集市,JAYA/千金净雅,夜用,其他,国产,其他,290,无香味,其他,其他,其他,73.8000,1,73.80000000
1709,阿里,集市,JAYA/千金净雅,夜用,其他,国产,其他,360,其他,其他,4,1,230.4000,18,12.80000000
1709,阿里,集市,JAYA/千金净雅,夜用,其他,国产,其他,360,其他,其他,其他,其他,1020.3000,30,34.01000000
1709,阿里,集市,JAYA/千金净雅,夜用,其他,国产,其他,360,无香味,其他,4,1,514.3000,37,13.90000000
1709,阿里,集市,JAYA/千金净雅,夜用,其他,国产,其他,360,无香味,其他,其他,其他,238.5000,5,47.70000000
1709,阿里,集市,JAYA/千金净雅,夜用,其他,国产,其他,410,其他,其他,3,1,59.6000,4,14.90000000
1709,阿里,集市,JAYA/千金净雅,夜用,其他,国产,其他,420,其他,其他,3,1,155.0000,13,11.92307692
1709,阿里,集市,JAYA/千金净雅,夜用,其他,国产,其他,420,无香味,其他,3,1,889.6000,64,13.90000000
1709,阿里,集市,JAYA/千金净雅,夜用,其他,国产,其他,420,无香味,其他,其他,其他,413.0000,7,59.00000000
1709,阿里,集市,JAYA/千金净雅,夜用,其他,国产,棉柔亲肤,290,其他,其他,5,1,154.7000,11,14.06363636
1709,阿里,集市,JAYA/千金净雅,夜用,其他,国产,棉柔亲肤,290,其他,其他,6,1,117.2000,6,19.53333333
1709,阿里,集市,JAYA/千金净雅,夜用,其他,国产,棉柔亲肤,290,其他,其他,8,1,146.3000,5,29.26000000
1709,阿里,集市,JAYA/千金净雅,夜用,其他,国产,棉柔亲肤,290,其他,其他,其他,其他,40.2000,3,13.40000000
1709,阿里,集市,JAYA/千金净雅,夜用,其他,国产,棉柔亲肤,290,无香味,其他,30,5,209.7000,3,69.90000000
1709,阿里,集市,JAYA/千金净雅,夜用,其他,国产,棉柔亲肤,290,无香味,其他,5,1,725.6000,54,13.43703704
1709,阿里,集市,JAYA/千金净雅,夜用,其他,国产,棉柔亲肤,290,无香味,其他,6,1,3088.5900,130,23.75838462
1709,阿里,集市,JAYA/千金净雅,夜用,其他,国产,棉柔亲肤,290,无香味,其他,60,10,649.5000,5,129.90000000
1709,阿里,集市,JAYA/千金净雅,夜用,其他,国产,棉柔亲肤,290,无香味,其他,8,1,2632.3000,99,26.58888889
1709,阿里,集市,JAYA/千金净雅,夜用,其他,国产,棉柔亲肤,290,无香味,其他,其他,48,1076.0000,2,538.00000000
1709,阿里,集市,JAYA/千金净雅,夜用,其他,国产,棉柔亲肤,290,无香味,其他,其他,其他,1003.3000,43,23.33255814
1709,阿里,集市,JAYA/千金净雅,夜用,其他,国产,棉柔亲肤,290,有香味,其他,其他,其他,53.6000,2,26.80000000
1709,阿里,集市,JAYA/千金净雅,夜用,其他,国产,棉柔亲肤,350,无香味,其他,40,1,48.0000,2,24.00000000
1709,阿里,集市,JAYA/千金净雅,夜用,其他,国产,棉柔亲肤,360,其他,其他,其他,其他,49.9000,1,49.90000000
1709,阿里,集市,JAYA/千金净雅,夜用,其他,国产,棉柔亲肤,360,无香味,其他,4,1,1482.5000,102,14.53431373
1709,阿里,集市,JAYA/千金净雅,夜用,其他,国产,棉柔亲肤,360,无香味,其他,其他,其他,2214.9500,57,38.85877193
1709,阿里,集市,JAYA/千金净雅,夜用,其他,国产,棉柔亲肤,410,无香味,其他,3,1,156.2000,11,14.20000000
1709,阿里,集市,JAYA/千金净雅,夜用,其他,国产,棉柔亲肤,420,其他,其他,3,1,99.3000,7,14.18571429
1709,阿里,集市,JAYA/千金净雅,夜用,其他,国产,棉柔亲肤,420,其他,其他,75,5,359.4000,6,59.90000000
1709,阿里,集市,JAYA/千金净雅,夜用,其他,国产,棉柔亲肤,420,其他,其他,其他,其他,243.4000,4,60.85000000
1709,阿里,集市,JAYA/千金净雅,夜用,其他,国产,棉柔亲肤,420,无香味,其他,15,1,59.9000,1,59.90000000
1709,阿里,集市,JAYA/千金净雅,夜用,其他,国产,棉柔亲肤,420,无香味,其他,3,1,2165.7700,153,14.15535948
1709,阿里,集市,JAYA/千金净雅,夜用,其他,国产,棉柔亲肤,420,无香味,其他,75,5,419.3000,7,59.90000000
1709,阿里,集市,JAYA/千金净雅,夜用,其他,国产,棉柔亲肤,420,无香味,其他,其他,48,518.0000,1,518.00000000
1709,阿里,集市,JAYA/千金净雅,夜用,其他,国产,棉柔亲肤,420,无香味,其他,其他,其他,4682.3000,85,55.08588235
1709,阿里,集市,JAYA/千金净雅,护垫,其他,国产,其他,152,其他,其他,15,1,351.0000,12,29.25000000
1709,阿里,集市,JAYA/千金净雅,护垫,其他,国产,其他,190,其他,其他,10,1,603.2000,33,18.27878788
1709,阿里,集市,JAYA/千金净雅,护垫,其他,国产,其他,190,其他,其他,其他,其他,559.0000,10,55.90000000
1709,阿里,集市,JAYA/千金净雅,护垫,其他,国产,其他,190,无香味,其他,10,1,618.7000,23,26.90000000
1709,阿里,集市,JAYA/千金净雅,护垫,其他,国产,其他,190,无香味,其他,12,1,601.9200,32,18.81000000
1709,阿里,集市,JAYA/千金净雅,护垫,其他,国产,棉柔亲肤,150,无香味,其他,15,1,2447.8000,91,26.89890110
1709,阿里,集市,JAYA/千金净雅,护垫,其他,国产,棉柔亲肤,150,无香味,其他,其他,其他,2200.6000,82,26.83658537
1709,阿里,集市,JAYA/千金净雅,护垫,其他,国产,棉柔亲肤,152,无香味,其他,其他,其他,147.5000,5,29.50000000
1709,阿里,集市,JAYA/千金净雅,护垫,其他,国产,棉柔亲肤,190,其他,其他,10,1,67.5000,4,16.87500000
1709,阿里,集市,JAYA/千金净雅,护垫,其他,国产,棉柔亲肤,190,其他,其他,12,1,18.4000,1,18.40000000
1709,阿里,集市,JAYA/千金净雅,护垫,其他,国产,棉柔亲肤,190,其他,其他,其他,其他,716.0000,40,17.90000000
1709,阿里,集市,JAYA/千金净雅,护垫,其他,国产,棉柔亲肤,190,无香味,其他,10,1,383.2000,22,17.41818182
1709,阿里,集市,JAYA/千金净雅,护垫,其他,国产,棉柔亲肤,190,无香味,其他,12,1,18.7000,1,18.70000000
1709,阿里,集市,JAYA/千金净雅,护垫,其他,国产,棉柔亲肤,190,无香味,其他,其他,其他,444.3000,13,34.17692308
1709,阿里,集市,JAYA/千金净雅,日用,其他,国产,丝柔超薄,240,其他,其他,10,1,1976.5000,67,29.50000000
1709,阿里,集市,JAYA/千金净雅,日用,其他,国产,丝柔超薄,240,其他,其他,8,1,252.0000,15,16.80000000
1709,阿里,集市,JAYA/千金净雅,日用,其他,国产,丝柔超薄,240,其他,其他,其他,其他,570.1000,19,30.00526316
1709,阿里,集市,JAYA/千金净雅,日用,其他,国产,丝柔超薄,240,无香味,其他,10,1,1950.6000,74,26.35945946
1709,阿里,集市,JAYA/千金净雅,日用,其他,国产,其他,240,其他,其他,8,1,800.1000,39,20.51538462
1709,阿里,集市,JAYA/千金净雅,日用,其他,国产,其他,240,无香味,其他,10,1,815.9000,41,19.90000000
1709,阿里,集市,JAYA/千金净雅,日用,其他,国产,其他,240,无香味,其他,5,1,1168.0800,92,12.69652174
1709,阿里,集市,JAYA/千金净雅,日用,其他,国产,其他,240,无香味,其他,8,1,860.8000,32,26.90000000
1709,阿里,集市,JAYA/千金净雅,日用,其他,国产,其他,240,无香味,其他,其他,其他,2796.5000,35,79.90000000
1709,阿里,集市,JAYA/千金净雅,日用,其他,国产,棉柔亲肤,240,其他,其他,10,1,266.6000,12,22.21666667
1709,阿里,集市,JAYA/千金净雅,日用,其他,国产,棉柔亲肤,240,其他,其他,5,1,632.6000,54,11.71481481
1709,阿里,集市,JAYA/千金净雅,日用,其他,国产,棉柔亲肤,240,其他,其他,8,1,1089.8000,63,17.29841270
1709,阿里,集市,JAYA/千金净雅,日用,其他,国产,棉柔亲肤,240,其他,其他,其他,其他,699.6000,44,15.90000000
1709,阿里,集市,JAYA/千金净雅,日用,其他,国产,棉柔亲肤,240,无香味,其他,10,1,4104.0000,165,24.87272727
1709,阿里,集市,JAYA/千金净雅,日用,其他,国产,棉柔亲肤,240,无香味,其他,40,5,550.3000,7,78.61428571
1709,阿里,集市,JAYA/千金净雅,日用,其他,国产,棉柔亲肤,240,无香味,其他,5,1,644.0000,56,11.50000000
1709,阿里,集市,JAYA/千金净雅,日用,其他,国产,棉柔亲肤,240,无香味,其他,8,1,3921.0000,110,35.64545455
1709,阿里,集市,JAYA/千金净雅,日用,其他,国产,棉柔亲肤,240,无香味,其他,80,10,264.6000,1,264.60000000
1709,阿里,集市,JAYA/千金净雅,日用,其他,国产,棉柔亲肤,240,无香味,其他,其他,18,774.0000,3,258.00000000
1709,阿里,集市,JAYA/千金净雅,日用,其他,国产,棉柔亲肤,240,无香味,其他,其他,其他,25445.0000,276,92.19202899
1709,阿里,集市,JAYA/千金净雅,迷你,其他,国产,其他,152,其他,其他,15,1,173.2800,6,28.88000000
1709,阿里,集市,JAYA/千金净雅,迷你,其他,国产,其他,152,其他,其他,其他,其他,134.5000,5,26.90000000
1709,阿里,集市,JAYA/千金净雅,迷你,其他,国产,棉柔亲肤,190,无香味,其他,10,1,1239.8000,42,29.51904762
1709,阿里,集市,JAYA/千金净雅,迷你,其他,国产,棉柔亲肤,190,无香味,其他,50,5,559.2000,8,69.90000000
1709,阿里,集市,JAYA/千金净雅,迷你,其他,国产,棉柔亲肤,190,无香味,其他,其他,其他,1887.3000,27,69.90000000
1709,阿里,集市,KAO/花王,产妇卫生巾,其他,其他,丝柔超薄,L,其他,其他,1,1,35.0000,1,35.00000000
1709,阿里,集市,KAO/花王,产妇卫生巾,其他,其他,丝柔超薄,L,其他,其他,17,1,70.0000,2,35.00000000
1709,阿里,集市,KAO/花王,产妇卫生巾,其他,其他,丝柔超薄,L,其他,其他,35,1,35.0000,1,35.00000000
1709,阿里,集市,KAO/花王,产妇卫生巾,其他,其他,棉柔亲肤,L,其他,其他,22,1,32.0000,1,32.00000000
1709,阿里,集市,KAO/花王,产妇卫生巾,其他,其他,棉柔亲肤,M,其他,其他,9,1,39.7300,1,39.73000000
1709,阿里,集市,KAO/花王,产妇卫生巾,进口零触感系列,其他,棉柔亲肤,M,其他,其他,15,1,29.8000,1,29.80000000
1709,阿里,集市,KAO/花王,产妇卫生巾,零触感系列,其他,其他,L,其他,其他,20,1,175.0000,5,35.00000000
1709,阿里,集市,KAO/花王,其他,其他,其他,其他,其他,其他,其他,其他,其他,217048.5900,7261,29.89238259
1709,阿里,集市,KAO/花王,其他,其他,国产,丝柔超薄,163,其他,其他,其他,其他,300.0000,12,25.00000000
1709,阿里,集市,KAO/花王,其他,其他,国产,丝柔超薄,175,其他,其他,其他,其他,59.8000,2,29.90000000
1709,阿里,集市,KAO/花王,其他,其他,国产,丝柔超薄,205,其他,其他,其他,其他,682.7000,21,32.50952381
1709,阿里,集市,KAO/花王,其他,其他,国产,丝柔超薄,230,其他,其他,其他,其他,120.0000,4,30.00000000
1709,阿里,集市,KAO/花王,其他,其他,国产,丝柔超薄,240,其他,其他,其他,其他,66.0000,2,33.00000000
1709,阿里,集市,KAO/花王,其他,其他,国产,丝柔超薄,250,其他,其他,其他,其他,4888.4000,96,50.92083333
1709,阿里,集市,KAO/花王,其他,其他,国产,丝柔超薄,300,其他,其他,其他,其他,504.0000,15,33.60000000
1709,阿里,集市,KAO/花王,其他,其他,国产,丝柔超薄,410,其他,其他,其他,其他,105.0000,3,35.00000000
1709,阿里,集市,KAO/花王,其他,其他,国产,丝柔超薄,其他,其他,其他,其他,其他,720.0000,24,30.00000000
1709,阿里,集市,KAO/花王,其他,其他,国产,其他,140,其他,其他,其他,其他,156.4000,5,31.28000000
1709,阿里,集市,KAO/花王,其他,其他,国产,其他,140,无香味,其他,其他,其他,288.0000,9,32.00000000
1709,阿里,集市,KAO/花王,其他,其他,国产,其他,150,其他,其他,其他,其他,60.0000,2,30.00000000
1709,阿里,集市,KAO/花王,其他,其他,国产,其他,163,其他,其他,其他,其他,713.0000,416,1.71394231
1709,阿里,集市,KAO/花王,其他,其他,国产,其他,170,其他,其他,其他,其他,593.9000,31,19.15806452
1709,阿里,集市,KAO/花王,其他,其他,国产,其他,175,其他,其他,其他,其他,485.0000,6,80.83333333
1709,阿里,集市,KAO/花王,其他,其他,国产,其他,190,其他,其他,其他,其他,19026.0000,906,21.00000000
1709,阿里,集市,KAO/花王,其他,其他,国产,其他,205,其他,其他,其他,其他,449.0000,15,29.93333333
1709,阿里,集市,KAO/花王,其他,其他,国产,其他,220,其他,其他,其他,其他,329.0000,10,32.90000000
1709,阿里,集市,KAO/花王,其他,其他,国产,其他,225,其他,其他,其他,其他,3240.0000,143,22.65734266
1709,阿里,集市,KAO/花王,其他,其他,国产,其他,230,其他,其他,其他,其他,2430.0000,48,50.62500000
1709,阿里,集市,KAO/花王,其他,其他,国产,其他,250,其他,其他,其他,其他,938.4000,13,72.18461538
1709,阿里,集市,KAO/花王,其他,其他,国产,其他,290,其他,其他,其他,其他,372.0000,10,37.20000000
1709,阿里,集市,KAO/花王,其他,其他,国产,其他,300,其他,其他,其他,其他,14510.0000,537,27.02048417
1709,阿里,集市,KAO/花王,其他,其他,国产,其他,338,其他,其他,其他,其他,67.6000,3,22.53333333
1709,阿里,集市,KAO/花王,其他,其他,国产,其他,350,其他,其他,其他,其他,460.0000,15,30.66666667
1709,阿里,集市,KAO/花王,其他,其他,国产,其他,410,其他,其他,其他,其他,100.0000,2,50.00000000
1709,阿里,集市,KAO/花王,其他,其他,国产,其他,450,其他,其他,其他,其他,2016.0000,12,168.00000000
1709,阿里,集市,KAO/花王,其他,其他,国产,其他,480,其他,其他,其他,其他,96.0000,2,48.00000000
1709,阿里,集市,KAO/花王,其他,其他,国产,其他,485,其他,其他,其他,其他,150.0000,3,50.00000000
1709,阿里,集市,KAO/花王,其他,其他,国产,其他,其他,其他,其他,其他,其他,362.0000,12,30.16666667
1709,阿里,集市,KAO/花王,其他,其他,国产,干爽网面,205,其他,其他,其他,其他,342.0000,9,38.00000000
1709,阿里,集市,KAO/花王,其他,其他,国产,干爽网面,220,其他,其他,其他,其他,1163.5000,48,24.23958333
1709,阿里,集市,KAO/花王,其他,其他,国产,干爽网面,250,无香味,其他,其他,其他,2321.9000,98,23.69285714
1709,阿里,集市,KAO/花王,其他,其他,国产,干爽网面,350,无香味,其他,其他,其他,363.0000,11,33.00000000
1709,阿里,集市,KAO/花王,其他,其他,国产,棉柔亲肤,111,其他,其他,其他,其他,27.0000,1,27.00000000
1709,阿里,集市,KAO/花王,其他,其他,国产,棉柔亲肤,140,其他,其他,其他,其他,173.4000,6,28.90000000
1709,阿里,集市,KAO/花王,其他,其他,国产,棉柔亲肤,140,无香味,其他,其他,其他,302.3000,12,25.19166667
1709,阿里,集市,KAO/花王,其他,其他,国产,棉柔亲肤,150,无香味,其他,其他,其他,28.0000,1,28.00000000
1709,阿里,集市,KAO/花王,其他,其他,国产,棉柔亲肤,150,有香味,其他,其他,其他,358.8000,12,29.90000000
1709,阿里,集市,KAO/花王,其他,其他,国产,棉柔亲肤,155,无香味,其他,其他,其他,136.0000,2,68.00000000
1709,阿里,集市,KAO/花王,其他,其他,国产,棉柔亲肤,163,其他,其他,其他,其他,26.5000,1,26.50000000
1709,阿里,集市,KAO/花王,其他,其他,国产,棉柔亲肤,163,无香味,其他,其他,其他,1794.5000,154,11.65259740
1709,阿里,集市,KAO/花王,其他,其他,国产,棉柔亲肤,170,其他,其他,其他,其他,108.0000,4,27.00000000
1709,阿里,集市,KAO/花王,其他,其他,国产,棉柔亲肤,170,无香味,其他,其他,其他,1998.7000,90,22.20777778
1709,阿里,集市,KAO/花王,其他,其他,国产,棉柔亲肤,170,有香味,其他,其他,其他,38.0000,1,38.00000000
1709,阿里,集市,KAO/花王,其他,其他,国产,棉柔亲肤,175,无香味,其他,其他,其他,3009.5000,126,23.88492063
1709,阿里,集市,KAO/花王,其他,其他,国产,棉柔亲肤,200,其他,其他,其他,其他,36.0000,1,36.00000000
1709,阿里,集市,KAO/花王,其他,其他,国产,棉柔亲肤,200,无香味,其他,其他,其他,936.0000,26,36.00000000
1709,阿里,集市,KAO/花王,其他,其他,国产,棉柔亲肤,205,其他,其他,其他,其他,180.0000,6,30.00000000
1709,阿里,集市,KAO/花王,其他,其他,国产,棉柔亲肤,205,无香味,其他,其他,其他,4930.3000,166,29.70060241
1709,阿里,集市,KAO/花王,其他,其他,国产,棉柔亲肤,220,其他,其他,其他,其他,131.0000,5,26.20000000
1709,阿里,集市,KAO/花王,其他,其他,国产,棉柔亲肤,220,无香味,其他,其他,其他,251.0000,7,35.85714286
1709,阿里,集市,KAO/花王,其他,其他,国产,棉柔亲肤,225,其他,其他,其他,其他,323.9000,10,32.39000000
1709,阿里,集市,KAO/花王,其他,其他,国产,棉柔亲肤,225,无香味,其他,其他,其他,6542.5000,185,35.36486486
1709,阿里,集市,KAO/花王,其他,其他,国产,棉柔亲肤,225,有香味,其他,其他,其他,28.0000,1,28.00000000
1709,阿里,集市,KAO/花王,其他,其他,国产,棉柔亲肤,240,无香味,其他,其他,其他,550.0000,22,25.00000000
1709,阿里,集市,KAO/花王,其他,其他,国产,棉柔亲肤,245,无香味,其他,其他,其他,667.0000,24,27.79166667
1709,阿里,集市,KAO/花王,其他,其他,国产,棉柔亲肤,250,其他,其他,其他,其他,1737.0000,61,28.47540984
1709,阿里,集市,KAO/花王,其他,其他,国产,棉柔亲肤,250,无香味,其他,其他,其他,38332.7300,5119,7.48832389
1709,阿里,集市,KAO/花王,其他,其他,国产,棉柔亲肤,250,有香味,其他,其他,其他,354.0000,10,35.40000000
1709,阿里,集市,KAO/花王,其他,其他,国产,棉柔亲肤,300,无香味,其他,其他,其他,863323.8000,858024,1.00617675
1709,阿里,集市,KAO/花王,其他,其他,国产,棉柔亲肤,338,其他,其他,其他,其他,130.0000,5,26.00000000
1709,阿里,集市,KAO/花王,其他,其他,国产,棉柔亲肤,340,无香味,其他,其他,其他,866.0000,28,30.92857143
1709,阿里,集市,KAO/花王,其他,其他,国产,棉柔亲肤,350,无香味,其他,其他,其他,2514.2000,86,29.23488372
1709,阿里,集市,KAO/花王,其他,其他,国产,棉柔亲肤,400,其他,其他,其他,其他,28.8000,1,28.80000000
1709,阿里,集市,KAO/花王,其他,其他,国产,棉柔亲肤,400,无香味,其他,其他,其他,98.5000,3,32.83333333
1709,阿里,集市,KAO/花王,其他,其他,国产,棉柔亲肤,410,无香味,其他,其他,其他,1089.0000,27,40.33333333
1709,阿里,集市,KAO/花王,其他,其他,国产,棉柔亲肤,其他,其他,其他,其他,其他,267.9900,9,29.77666667
1709,阿里,集市,KAO/花王,其他,其他,国产,棉柔亲肤,其他,无香味,其他,其他,其他,6644.0000,382,17.39267016
1709,阿里,集市,KAO/花王,其他,其他,进口,丝柔超薄,205,其他,其他,其他,其他,33.0000,1,33.00000000
1709,阿里,集市,KAO/花王,其他,其他,进口,其他,205,其他,其他,其他,其他,90.0000,3,30.00000000
1709,阿里,集市,KAO/花王,其他,其他,进口,干爽网面,205,无香味,其他,其他,其他,42.0000,1,42.00000000
1709,阿里,集市,KAO/花王,其他,其他,进口,棉柔亲肤,205,无香味,其他,其他,其他,397.5000,15,26.50000000
1709,阿里,集市,KAO/花王,其他,其他,进口,棉柔亲肤,250,无香味,其他,其他,其他,23196.5000,907,25.57497244
1709,阿里,集市,KAO/花王,其他,其他,进口,棉柔亲肤,300,无香味,其他,其他,其他,63.0000,2,31.50000000
1709,阿里,集市,KAO/花王,其他,其他,进口,棉柔亲肤,340,无香味,其他,其他,其他,88.0000,3,29.33333333
1709,阿里,集市,KAO/花王,其他,其他,进口,棉柔亲肤,其他,无香味,其他,其他,其他,66.0000,2,33.00000000
1709,阿里,集市,KAO/花王,其他,超瞬吸系列,国产,其他,300,其他,其他,其他,其他,19.0000,2,9.50000000
1709,阿里,集市,KAO/花王,其他,超瞬吸系列,国产,棉柔亲肤,220,无香味,其他,其他,其他,31.2000,4,7.80000000
1709,阿里,集市,KAO/花王,其他,超瞬吸系列,国产,棉柔亲肤,225,无香味,其他,其他,其他,583.1000,63,9.25555556
1709,阿里,集市,KAO/花王,其他,超瞬吸系列,国产,棉柔亲肤,300,无香味,其他,其他,其他,5.9000,1,5.90000000
1709,阿里,集市,KAO/花王,其他,进口F系列,进口,丝柔超薄,225,其他,其他,其他,其他,30.0000,1,30.00000000
1709,阿里,集市,KAO/花王,其他,进口F系列,进口,丝柔超薄,250,其他,其他,其他,其他,95.0000,5,19.00000000
1709,阿里,集市,KAO/花王,其他,进口F系列,进口,其他,205,其他,其他,其他,其他,80.0000,4,20.00000000
1709,阿里,集市,KAO/花王,其他,进口F系列,进口,干爽网面,170,其他,其他,其他,其他,208.6000,7,29.80000000
1709,阿里,集市,KAO/花王,其他,进口F系列,进口,干爽网面,220,其他,其他,其他,其他,442.0000,17,26.00000000
1709,阿里,集市,KAO/花王,其他,进口F系列,进口,棉柔亲肤,205,无香味,其他,其他,其他,182.0000,7,26.00000000
1709,阿里,集市,KAO/花王,其他,进口F系列,进口,棉柔亲肤,225,无香味,其他,其他,其他,30.0000,1,30.00000000
1709,阿里,集市,KAO/花王,其他,进口F系列,进口,棉柔亲肤,250,无香味,其他,其他,其他,564.9000,19,29.73157895
