日期,市场,店铺类型,品牌,子品类,系列,是否进口,表面材质,规格,香味,置入方式,片数,包数,销售额,销量,均价
1709,阿里,天猫,OBb,夜用,其他,国产,棉柔亲肤,350,无香味,其他,其他,36,532.0000,2,266.00000000
1709,阿里,天猫,OBb,夜用,其他,国产,棉柔亲肤,350,无香味,其他,其他,其他,693.0000,7,99.00000000
1709,阿里,天猫,OBb,夜用,其他,国产,棉柔亲肤,410,无香味,其他,12,1,1050.3000,27,38.90000000
1709,阿里,天猫,OBb,夜用,其他,国产,棉柔亲肤,410,无香味,其他,4,1,1765.4200,164,10.76475610
1709,阿里,天猫,OBb,护垫,其他,国产,棉柔亲肤,150,无香味,其他,20,1,423.0000,27,15.66666667
1709,阿里,天猫,OBb,护垫,其他,国产,棉柔亲肤,150,无香味,其他,60,1,32566.3000,1927,16.90000000
1709,阿里,天猫,OBb,护垫,其他,国产,棉柔亲肤,150,无香味,其他,90,1,10682.1000,429,24.90000000
1709,阿里,天猫,OBb,护垫,其他,国产,棉柔亲肤,150,无香味,其他,其他,1,116.7000,3,38.90000000
1709,阿里,天猫,OBb,护垫,其他,国产,棉柔亲肤,150,无香味,其他,其他,36,1549.0000,7,221.28571429
1709,阿里,天猫,OBb,护垫,其他,国产,棉柔亲肤,155,无香味,其他,22,1,6164.0000,23,268.00000000
1709,阿里,天猫,OBb,护垫,其他,国产,棉柔亲肤,155,有香味,其他,1,1,626.5000,35,17.90000000
1709,阿里,天猫,OBb,护垫,其他,国产,棉柔亲肤,156,无香味,其他,22,1,1340.0000,5,268.00000000
1709,阿里,天猫,OBb,护垫,其他,国产,棉柔亲肤,158,无香味,其他,22,1,2232.0000,8,279.00000000
1709,阿里,天猫,OBb,日用,其他,国产,棉柔亲肤,150,无香味,其他,20,1,1113.5000,154,7.23051948
1709,阿里,天猫,OBb,日用,其他,国产,棉柔亲肤,250,无香味,其他,10,1,664.0000,26,25.53846154
1709,阿里,天猫,OBb,日用,其他,国产,棉柔亲肤,250,无香味,其他,20,2,2916.8000,142,20.54084507
1709,阿里,天猫,OBb,日用,其他,国产,棉柔亲肤,250,无香味,其他,20,4,445.2000,28,15.90000000
1709,阿里,天猫,OBb,日用,其他,国产,棉柔亲肤,250,无香味,其他,30,1,1633.8000,42,38.90000000
1709,阿里,天猫,OBb,日用,其他,国产,棉柔亲肤,250,无香味,其他,30,3,8583.4500,282,30.43776596
1709,阿里,天猫,OBb,日用,其他,国产,棉柔亲肤,250,无香味,其他,36,2,89.7000,3,29.90000000
1709,阿里,天猫,OBb,日用,其他,国产,棉柔亲肤,250,无香味,其他,40,4,40962.4500,1296,31.60682870
1709,阿里,天猫,OBb,日用,其他,国产,棉柔亲肤,250,无香味,其他,5,1,127.4000,13,9.80000000
1709,阿里,天猫,OBb,日用,其他,国产,棉柔亲肤,250,无香味,其他,60,1,956.8000,32,29.90000000
1709,阿里,天猫,OBb,日用,其他,国产,棉柔亲肤,250,无香味,其他,其他,12,5148.0000,52,99.00000000
1709,阿里,天猫,OBb,日用,其他,国产,棉柔亲肤,250,无香味,其他,其他,36,1430.0000,5,286.00000000
1709,阿里,天猫,OBb,迷你,其他,国产,棉柔亲肤,150,无香味,其他,30,1,9261.3100,1146,8.08142234
1709,阿里,天猫,OBb,迷你,其他,国产,棉柔亲肤,150,无香味,其他,60,1,1196.0000,40,29.90000000
1709,阿里,天猫,OBb,迷你,其他,国产,棉柔亲肤,180,其他,其他,60,1,1193.8000,45,26.52888889
1709,阿里,天猫,OBb,迷你,其他,国产,棉柔亲肤,180,无香味,其他,40,2,3741.2000,208,17.98653846
1709,阿里,天猫,OBb,迷你,其他,国产,棉柔亲肤,180,无香味,其他,其他,6,1469.7000,33,44.53636364
1709,阿里,天猫,Oiray/卡蕾伊,其他,其他,其他,其他,其他,其他,其他,其他,其他,1574.0000,41,38.39024390
1709,阿里,天猫,Oiray/卡蕾伊,其他,其他,国产,棉柔亲肤,245,无香味,其他,其他,其他,6474.0000,26,249.00000000
1709,阿里,天猫,Oiray/卡蕾伊,其他,其他,国产,棉柔亲肤,290,其他,其他,其他,其他,1190.0000,5,238.00000000
1709,阿里,天猫,Oiray/卡蕾伊,其他,其他,国产,棉柔亲肤,290,无香味,其他,其他,其他,4654.0000,13,358.00000000
1709,阿里,天猫,Oiray/卡蕾伊,其他,其他,国产,棉柔亲肤,其他,无香味,其他,其他,其他,8234.0000,23,358.00000000
1709,阿里,天猫,Oiray/卡蕾伊,夜用,其他,国产,棉柔亲肤,290,无香味,其他,8,1,997.0000,42,23.73809524
1709,阿里,天猫,Oiray/卡蕾伊,夜用,其他,国产,棉柔亲肤,290,无香味,其他,其他,其他,140.0000,7,20.00000000
1709,阿里,天猫,Oiray/卡蕾伊,护垫,其他,国产,棉柔亲肤,180,无香味,其他,24,1,2593.5000,134,19.35447761
1709,阿里,天猫,Oiray/卡蕾伊,护垫,其他,国产,棉柔亲肤,180,无香味,其他,其他,1,714.0000,3,238.00000000
1709,阿里,天猫,Oiray/卡蕾伊,日用,其他,国产,棉柔亲肤,245,无香味,其他,8,1,1649.2000,85,19.40235294
1709,阿里,天猫,o．b．,其他,其他,其他,其他,其他,其他,其他,其他,其他,680206.2400,12835,52.99620101
1709,阿里,天猫,o．b．,卫生棉条,其他,国产,其他,其他,其他,其他,16,1,130.0000,260,0.50000000
1709,阿里,天猫,o．b．,卫生棉条,其他,国产,其他,小,无香味,指套置入式,16,1,639.8800,43,14.88093023
1709,阿里,天猫,o．b．,卫生棉条,其他,国产,其他,普通,其他,其他,16,1,2042.0000,94,21.72340426
1709,阿里,天猫,o．b．,卫生棉条,其他,进口,其他,其他,其他,其他,16,1,1938.0000,76,25.50000000
1709,阿里,天猫,o．b．,卫生棉条,其他,进口,其他,其他,其他,其他,其他,其他,144.0000,24,6.00000000
1709,阿里,天猫,o．b．,卫生棉条,其他,进口,其他,其他,其他,指套置入式,32,2,156.8000,4,39.20000000
1709,阿里,天猫,o．b．,卫生棉条,其他,进口,其他,其他,其他,指套置入式,其他,5,621.0000,9,69.00000000
1709,阿里,天猫,o．b．,卫生棉条,其他,进口,其他,其他,无香味,其他,32,1,886.1000,24,36.92083333
1709,阿里,天猫,o．b．,卫生棉条,其他,进口,其他,其他,无香味,其他,48,1,752.1000,15,50.14000000
1709,阿里,天猫,o．b．,卫生棉条,其他,进口,其他,其他,无香味,其他,64,1,2351.4000,31,75.85161290
1709,阿里,天猫,o．b．,卫生棉条,其他,进口,其他,其他,无香味,其他,其他,1,2797.8000,15,186.52000000
1709,阿里,天猫,o．b．,卫生棉条,其他,进口,其他,其他,无香味,指套置入式,16,1,4085.9900,216,18.91662037
1709,阿里,天猫,o．b．,卫生棉条,其他,进口,其他,其他,无香味,指套置入式,16,3,12876.8000,236,54.56271186
1709,阿里,天猫,o．b．,卫生棉条,其他,进口,其他,其他,无香味,指套置入式,16,5,4806.4000,58,82.86896552
1709,阿里,天猫,o．b．,卫生棉条,其他,进口,其他,其他,无香味,指套置入式,32,2,18375.4800,500,36.75096000
1709,阿里,天猫,o．b．,卫生棉条,其他,进口,其他,其他,无香味,指套置入式,64,1,69.9000,1,69.90000000
1709,阿里,天猫,o．b．,卫生棉条,其他,进口,其他,其他,无香味,指套置入式,80,1,3538.3000,42,84.24523810
1709,阿里,天猫,o．b．,卫生棉条,其他,进口,其他,其他,无香味,指套置入式,其他,其他,15408.0000,186,82.83870968
1709,阿里,天猫,o．b．,卫生棉条,其他,进口,其他,大,无香味,指套置入式,16,1,24322.0000,1256,19.36464968
1709,阿里,天猫,o．b．,卫生棉条,其他,进口,其他,大,无香味,指套置入式,其他,其他,154312.7000,1713,90.08330414
1709,阿里,天猫,o．b．,卫生棉条,其他,进口,其他,小,无香味,指套置入式,16,1,2482.0000,142,17.47887324
1709,阿里,天猫,o．b．,卫生棉条,其他,进口,其他,普通,其他,指套置入式,16,1,12325.0000,600,20.54166667
1709,阿里,天猫,o．b．,卫生棉条,其他,进口,其他,普通,其他,指套置入式,32,2,7129.1000,201,35.46815920
1709,阿里,天猫,o．b．,卫生棉条,其他,进口,其他,普通,其他,指套置入式,其他,其他,228304.8400,2757,82.80915488
1709,阿里,天猫,o．b．,卫生棉条,其他,进口,其他,普通,无香味,指套置入式,16,1,137280.6300,7019,19.55843140
1709,阿里,天猫,o．b．,卫生棉条,其他,进口,其他,普通,无香味,指套置入式,16,36,110788.0000,111,998.09009009
1709,阿里,天猫,o．b．,卫生棉条,其他,进口,其他,普通,无香味,指套置入式,16,4,1045.6000,15,69.70666667
1709,阿里,天猫,o．b．,卫生棉条,其他,进口,其他,普通,无香味,指套置入式,48,1,1184.7000,23,51.50869565
1709,阿里,天猫,o．b．,卫生棉条,其他,进口,其他,普通,无香味,指套置入式,其他,5,4955.0000,57,86.92982456
1709,阿里,天猫,o．b．,卫生棉条,其他,进口,其他,普通,无香味,指套置入式,其他,其他,632128.8900,8140,77.65711179
1709,阿里,天猫,Purcotton/全棉时代,产妇卫生巾,其他,其他,其他,M,其他,其他,其他,4,220104.6400,1777,123.86305008
1709,阿里,天猫,Purcotton/全棉时代,产妇卫生巾,其他,其他,干爽网面,其他,其他,其他,8,1,54746.8000,1411,38.80000000
1709,阿里,天猫,Purcotton/全棉时代,其他,其他,其他,其他,其他,其他,其他,其他,其他,20111.3000,335,60.03373134
1709,阿里,天猫,Purcotton/全棉时代,其他,其他,国产,丝柔超薄,290,其他,其他,其他,其他,3902.2000,218,17.90000000
1709,阿里,天猫,Purcotton/全棉时代,其他,其他,国产,其他,150,其他,其他,其他,其他,62944.2000,6358,9.90000000
1709,阿里,天猫,Purcotton/全棉时代,其他,其他,国产,其他,290,无香味,其他,其他,其他,8788.0000,520,16.90000000
1709,阿里,天猫,Purcotton/全棉时代,其他,其他,国产,棉柔亲肤,240,其他,其他,其他,其他,64470.5600,494,130.50720648
1709,阿里,天猫,Purcotton/全棉时代,其他,其他,国产,棉柔亲肤,240,无香味,其他,其他,其他,5577.0000,330,16.90000000
1709,阿里,天猫,Purcotton/全棉时代,其他,其他,国产,棉柔亲肤,290,无香味,其他,其他,其他,48127.1000,3069,15.68168785
1709,阿里,天猫,Purcotton/全棉时代,其他,其他,国产,棉柔亲肤,330,无香味,其他,其他,其他,3095.6000,284,10.90000000
1709,阿里,天猫,Purcotton/全棉时代,夜用,其他,国产,丝柔超薄,330,其他,其他,4,1,22717.7000,2253,10.08331114
1709,阿里,天猫,Purcotton/全棉时代,夜用,其他,国产,其他,330,其他,其他,4,1,2920.5000,295,9.90000000
1709,阿里,天猫,Purcotton/全棉时代,夜用,其他,国产,其他,410,其他,其他,3,1,32360.4000,3636,8.90000000
1709,阿里,天猫,Purcotton/全棉时代,夜用,其他,国产,其他,410,其他,其他,48,16,86550.7200,963,89.87613707
1709,阿里,天猫,Purcotton/全棉时代,夜用,其他,国产,棉柔亲肤,240,无香味,其他,24,3,132645.6000,3906,33.95944700
1709,阿里,天猫,Purcotton/全棉时代,夜用,其他,国产,棉柔亲肤,240,无香味,其他,40,5,10941.6300,167,65.51874251
1709,阿里,天猫,Purcotton/全棉时代,夜用,其他,国产,棉柔亲肤,240,无香味,其他,48,6,45397.0100,518,87.63901544
1709,阿里,天猫,Purcotton/全棉时代,夜用,其他,国产,棉柔亲肤,240,无香味,其他,80,10,522316.8000,4952,105.47592892
1709,阿里,天猫,Purcotton/全棉时代,夜用,其他,国产,棉柔亲肤,330,其他,其他,4,1,12166.3000,1367,8.90000000
1709,阿里,天猫,Purcotton/全棉时代,夜用,其他,国产,棉柔亲肤,330,无香味,其他,12,3,44306.1100,1571,28.20248886
1709,阿里,天猫,Purcotton/全棉时代,夜用,其他,国产,棉柔亲肤,330,无香味,其他,20,5,88540.6400,2070,42.77325604
1709,阿里,天猫,Purcotton/全棉时代,夜用,其他,国产,棉柔亲肤,330,无香味,其他,4,1,2188.3300,167,13.10377246
1709,阿里,天猫,Purcotton/全棉时代,夜用,其他,国产,棉柔亲肤,330,无香味,其他,40,10,314490.4800,4051,77.63280178
1709,阿里,天猫,Purcotton/全棉时代,夜用,其他,国产,棉柔亲肤,330,无香味,其他,8,2,17113.4400,737,23.22040706
1709,阿里,天猫,Purcotton/全棉时代,夜用,其他,国产,棉柔亲肤,417,无香味,其他,12,4,3092.9000,105,29.45619048
1709,阿里,天猫,Purcotton/全棉时代,夜用,其他,国产,棉柔亲肤,417,无香味,其他,18,6,59647.8000,1117,53.40000000
1709,阿里,天猫,Purcotton/全棉时代,夜用,其他,国产,棉柔亲肤,417,无香味,其他,6,2,6962.4700,632,11.01656646
1709,阿里,天猫,Purcotton/全棉时代,夜用,其他,国产,棉柔亲肤,417,无香味,其他,9,3,9877.7900,606,16.29998350
1709,阿里,天猫,Purcotton/全棉时代,日用,其他,国产,其他,240,无香味,其他,10,1,3109.6000,184,16.90000000
1709,阿里,天猫,Purcotton/全棉时代,日用,其他,国产,干爽网面,240,无香味,其他,10,1,10131.4000,566,17.90000000
1709,阿里,天猫,Purcotton/全棉时代,日用,其他,国产,棉柔亲肤,240,其他,其他,10,1,66113.9000,4241,15.58922424
1709,阿里,天猫,Purcotton/全棉时代,日用,其他,国产,棉柔亲肤,240,其他,其他,100,10,174550.2000,1617,107.94693878
1709,阿里,天猫,Purcotton/全棉时代,日用,其他,国产,棉柔亲肤,240,无香味,其他,100,10,115233.5400,1019,113.08492640
1709,阿里,天猫,Purcotton/全棉时代,日用,其他,国产,棉柔亲肤,240,无香味,其他,16,1,4307.7000,173,24.90000000
1709,阿里,天猫,Purcotton/全棉时代,日用,其他,国产,棉柔亲肤,240,无香味,其他,20,2,6965.6500,272,25.60900735
1709,阿里,天猫,Purcotton/全棉时代,日用,其他,国产,棉柔亲肤,240,无香味,其他,30,3,88938.5800,2070,42.96549758
1709,阿里,天猫,Purcotton/全棉时代,日用,其他,国产,棉柔亲肤,240,无香味,其他,50,5,289268.7400,4871,59.38590433
1709,阿里,天猫,Purcotton/全棉时代,日用,其他,国产,棉柔亲肤,240,无香味,其他,60,6,629294.0000,9003,69.89825614
1709,阿里,天猫,Purcotton/全棉时代,日用,其他,国产,棉柔亲肤,240,无香味,其他,其他,12,69937.5700,632,110.66071203
1709,阿里,天猫,Purcotton/全棉时代,迷你,其他,国产,棉柔亲肤,180,无香味,其他,12,1,71530.5000,5545,12.90000000
1709,阿里,天猫,P＆G/宝洁,日用,其他,进口,棉柔亲肤,240,有香味,其他,24,1,688.8000,21,32.80000000
1709,阿里,天猫,skysend/福帖,其他,其他,国产,其他,163,其他,其他,其他,其他,8026.0000,19,422.42105263
1709,阿里,天猫,skysend/福帖,护垫,其他,国产,棉柔亲肤,165,无香味,其他,20,1,43232.0000,106,407.84905660
1709,阿里,天猫,skysend/福帖,护垫,其他,国产,棉柔亲肤,165,无香味,其他,24,1,3541.0000,7,505.85714286
1709,阿里,天猫,skysend/福帖,护垫,其他,国产,棉柔亲肤,165,无香味,其他,4,1,57974.0000,703,82.46657183
1709,阿里,天猫,skysend/福帖,护垫,其他,国产,棉柔亲肤,165,无香味,其他,8,1,2233.0000,11,203.00000000
1709,阿里,天猫,Smilfree/笑爽,其他,其他,其他,其他,其他,其他,其他,其他,其他,125201.7000,3184,39.32214196
1709,阿里,天猫,Smilfree/笑爽,其他,其他,国产,干爽网面,230,无香味,其他,其他,其他,170.0000,17,10.00000000
1709,阿里,天猫,Smilfree/笑爽,其他,其他,国产,棉柔亲肤,245,无香味,其他,其他,其他,112.4000,2,56.20000000
1709,阿里,天猫,Smilfree/笑爽,夜用,其他,国产,丝柔超薄,290,无香味,其他,40,4,396.0000,22,18.00000000
1709,阿里,天猫,Smilfree/笑爽,夜用,其他,国产,棉柔亲肤,290,无香味,其他,10,1,2378.0000,53,44.86792453
1709,阿里,天猫,Smilfree/笑爽,夜用,其他,国产,棉柔亲肤,290,无香味,其他,10,12,854.1000,219,3.90000000
1709,阿里,天猫,Smilfree/笑爽,夜用,其他,国产,棉柔亲肤,290,无香味,其他,40,4,2160.0000,120,18.00000000
1709,阿里,天猫,Smilfree/笑爽,夜用,其他,国产,棉柔亲肤,290,无香味,其他,64,8,118.0000,2,59.00000000
1709,阿里,天猫,Smilfree/笑爽,夜用,其他,国产,棉柔亲肤,290,无香味,其他,其他,12,2484.0000,36,69.00000000
1709,阿里,天猫,Smilfree/笑爽,夜用,其他,国产,棉柔亲肤,310,无香味,其他,30,2,99.5000,5,19.90000000
1709,阿里,天猫,Smilfree/笑爽,夜用,其他,国产,棉柔亲肤,350,无香味,其他,16,4,1224.0000,68,18.00000000
1709,阿里,天猫,Smilfree/笑爽,夜用,其他,国产,棉柔亲肤,350,无香味,其他,4,1,104.5000,19,5.50000000
1709,阿里,天猫,Smilfree/笑爽,护垫,其他,国产,棉柔亲肤,140,其他,其他,40,1,154.0000,28,5.50000000
1709,阿里,天猫,Smilfree/笑爽,护垫,其他,国产,棉柔亲肤,140,无香味,其他,40,12,464.1000,119,3.90000000
1709,阿里,天猫,Smilfree/笑爽,护垫,其他,国产,棉柔亲肤,140,无香味,其他,其他,4,5648.0000,353,16.00000000
1709,阿里,天猫,Smilfree/笑爽,日用,其他,国产,丝柔超薄,230,无香味,其他,5,1,1079.4000,413,2.61355932
1709,阿里,天猫,Smilfree/笑爽,日用,其他,国产,棉柔亲肤,230,无香味,其他,10,6,188.5000,65,2.90000000
1709,阿里,天猫,Smilfree/笑爽,日用,其他,国产,棉柔亲肤,230,无香味,其他,100,1,1292.1000,59,21.90000000
1709,阿里,天猫,Smilfree/笑爽,日用,其他,国产,棉柔亲肤,230,无香味,其他,22,1,84.0000,12,7.00000000
1709,阿里,天猫,Smilfree/笑爽,日用,其他,国产,棉柔亲肤,230,无香味,其他,5,1,423.5000,77,5.50000000
1709,阿里,天猫,Smilfree/笑爽,日用,其他,国产,棉柔亲肤,230,无香味,其他,50,10,175.0000,7,25.00000000
1709,阿里,天猫,Smilfree/笑爽,日用,其他,国产,棉柔亲肤,230,无香味,其他,50,5,5856.0000,366,16.00000000
1709,阿里,天猫,Smilfree/笑爽,日用,其他,国产,棉柔亲肤,230,无香味,其他,其他,1,1242.0000,18,69.00000000
1709,阿里,天猫,Smilfree/笑爽,日用,其他,国产,棉柔亲肤,230,无香味,其他,其他,15,413.0000,7,59.00000000
1709,阿里,天猫,Smilfree/笑爽,日用,其他,国产,棉柔亲肤,230,无香味,其他,其他,35,4484.0000,76,59.00000000
1709,阿里,天猫,Smilfree/笑爽,日用,其他,国产,棉柔亲肤,230,无香味,其他,其他,60,4543.0000,4543,1.00000000
1709,阿里,天猫,Smilfree/笑爽,日用,其他,国产,棉柔亲肤,245,无香味,其他,10,1,47.2000,8,5.90000000
1709,阿里,天猫,Smilfree/笑爽,日用,其他,国产,棉柔亲肤,245,无香味,其他,40,1,457.7000,23,19.90000000
1709,阿里,天猫,Smilfree/笑爽,日用,其他,国产,棉柔亲肤,245,无香味,其他,60,6,188.0000,8,23.50000000
1709,阿里,天猫,Smilfree/笑爽,日用,其他,国产,棉柔亲肤,245,无香味,其他,80,8,59.0000,1,59.00000000
1709,阿里,天猫,Smilfree/笑爽,日用,其他,国产,棉柔亲肤,245,无香味,其他,其他,其他,359.0000,16,22.43750000
1709,阿里,天猫,Smilfree/笑爽,迷你,其他,国产,棉柔亲肤,180,无香味,其他,16,1,192.5000,35,5.50000000
1709,阿里,天猫,Smilfree/笑爽,迷你,其他,国产,棉柔亲肤,180,无香味,其他,32,2,36.0000,2,18.00000000
1709,阿里,天猫,SOFY/苏菲,产妇卫生巾,安心裤,其他,棉柔亲肤,L,其他,其他,20,4,580.3000,7,82.90000000
1709,阿里,天猫,SOFY/苏菲,产妇卫生巾,安心裤,其他,棉柔亲肤,M,其他,其他,16,8,68.9000,1,68.90000000
1709,阿里,天猫,SOFY/苏菲,产妇卫生巾,安心裤,其他,棉柔亲肤,S,其他,其他,20,10,299.4000,6,49.90000000
1709,阿里,天猫,SOFY/苏菲,产妇卫生巾,安心裤,其他,棉柔亲肤,其他,其他,其他,3,1,756.0000,21,36.00000000
1709,阿里,天猫,SOFY/苏菲,产妇卫生巾,安心裤,其他,棉柔亲肤,其他,其他,其他,5,3,1089.0000,11,99.00000000
1709,阿里,天猫,SOFY/苏菲,产妇卫生巾,超熟睡系列,其他,棉柔亲肤,L,其他,其他,2,1,31.6000,4,7.90000000
1709,阿里,天猫,SOFY/苏菲,产妇卫生巾,超熟睡系列,其他,棉柔亲肤,S,其他,其他,其他,9,2340.0000,52,45.00000000
1709,阿里,天猫,SOFY/苏菲,其他,其他,其他,其他,其他,其他,其他,其他,其他,424200.1000,9370,45.27215582
1709,阿里,天猫,SOFY/苏菲,其他,其他,国产,丝柔超薄,230,其他,其他,其他,其他,269.5500,18,14.97500000
1709,阿里,天猫,SOFY/苏菲,其他,其他,国产,其他,410,其他,其他,其他,其他,2148.0000,12,179.00000000
1709,阿里,天猫,SOFY/苏菲,其他,其他,国产,其他,其他,其他,其他,其他,其他,1183.0000,7,169.00000000
1709,阿里,天猫,SOFY/苏菲,其他,其他,国产,棉柔亲肤,230,其他,其他,其他,其他,188.6000,4,47.15000000
1709,阿里,天猫,SOFY/苏菲,其他,其他,国产,棉柔亲肤,230,无香味,其他,其他,其他,964.2000,30,32.14000000
1709,阿里,天猫,SOFY/苏菲,其他,其他,国产,棉柔亲肤,410,其他,其他,其他,其他,206.1000,9,22.90000000
1709,阿里,天猫,SOFY/苏菲,其他,其他,国产,棉柔亲肤,410,无香味,其他,其他,其他,7980.0000,76,105.00000000
1709,阿里,天猫,SOFY/苏菲,其他,其他,国产,棉柔亲肤,420,无香味,其他,其他,其他,198.0000,2,99.00000000
1709,阿里,天猫,SOFY/苏菲,其他,其他,进口,棉柔亲肤,175,无香味,其他,其他,其他,44.7000,4,11.17500000
1709,阿里,天猫,SOFY/苏菲,其他,其他,进口,棉柔亲肤,250,其他,其他,其他,其他,21775.8000,242,89.98264463
1709,阿里,天猫,SOFY/苏菲,其他,其他,进口,棉柔亲肤,250,无香味,其他,其他,其他,199.5000,5,39.90000000
1709,阿里,天猫,SOFY/苏菲,其他,口袋魔法系列,国产,其他,240,其他,其他,其他,其他,592.2000,9,65.80000000
1709,阿里,天猫,SOFY/苏菲,其他,口袋魔法系列,国产,棉柔亲肤,150,无香味,其他,其他,其他,70.4000,8,8.80000000
1709,阿里,天猫,SOFY/苏菲,其他,口袋魔法系列,国产,棉柔亲肤,155,无香味,其他,其他,其他,420.3000,17,24.72352941
1709,阿里,天猫,SOFY/苏菲,其他,口袋魔法系列,国产,棉柔亲肤,155,有香味,其他,其他,其他,71.1000,9,7.90000000
1709,阿里,天猫,SOFY/苏菲,其他,口袋魔法系列,国产,棉柔亲肤,240,其他,其他,其他,其他,142.2000,18,7.90000000
1709,阿里,天猫,SOFY/苏菲,其他,口袋魔法系列,国产,棉柔亲肤,240,无香味,其他,其他,其他,6486.9000,326,19.89846626
1709,阿里,天猫,SOFY/苏菲,其他,口袋魔法系列,国产,棉柔亲肤,240,有香味,其他,其他,其他,10557.5000,130,81.21153846
1709,阿里,天猫,SOFY/苏菲,其他,安心裤,国产,其他,100,其他,其他,其他,其他,119.8000,2,59.90000000
1709,阿里,天猫,SOFY/苏菲,其他,安心裤,国产,其他,410,其他,其他,其他,其他,3937.6000,107,36.80000000
1709,阿里,天猫,SOFY/苏菲,其他,弹力贴身系列,国产,其他,230,其他,其他,其他,其他,3067.4000,223,13.75515695
1709,阿里,天猫,SOFY/苏菲,其他,弹力贴身系列,国产,其他,350,其他,其他,其他,其他,46.9000,1,46.90000000
1709,阿里,天猫,SOFY/苏菲,其他,弹力贴身系列,国产,棉柔亲肤,230,其他,其他,其他,其他,19245.1000,386,49.85777202
1709,阿里,天猫,SOFY/苏菲,其他,弹力贴身系列,国产,棉柔亲肤,230,无香味,其他,其他,其他,7151.8000,122,58.62131148
1709,阿里,天猫,SOFY/苏菲,其他,弹力贴身系列,国产,棉柔亲肤,350,无香味,其他,其他,其他,39.9000,1,39.90000000
1709,阿里,天猫,SOFY/苏菲,其他,护垫系列,国产,丝柔超薄,140,无香味,其他,其他,其他,767.8000,22,34.90000000
1709,阿里,天猫,SOFY/苏菲,其他,护垫系列,国产,其他,140,其他,其他,其他,其他,4326.9000,121,35.75950413
1709,阿里,天猫,SOFY/苏菲,其他,护垫系列,国产,其他,140,无香味,其他,其他,其他,7482.8000,210,35.63238095
1709,阿里,天猫,SOFY/苏菲,其他,护垫系列,国产,其他,140,有香味,其他,其他,其他,65.8000,2,32.90000000
1709,阿里,天猫,SOFY/苏菲,其他,护垫系列,国产,其他,144,无香味,其他,其他,其他,62.5000,5,12.50000000
1709,阿里,天猫,SOFY/苏菲,其他,护垫系列,国产,干爽网面,230,无香味,其他,其他,其他,108.0000,24,4.50000000
1709,阿里,天猫,SOFY/苏菲,其他,护垫系列,国产,棉柔亲肤,140,无香味,其他,其他,其他,295.1300,16,18.44562500
1709,阿里,天猫,SOFY/苏菲,其他,护垫系列,国产,棉柔亲肤,140,有香味,其他,其他,其他,702.3000,103,6.81844660
1709,阿里,天猫,SOFY/苏菲,其他,护垫系列,国产,棉柔亲肤,155,其他,其他,其他,其他,1589.5000,187,8.50000000
1709,阿里,天猫,SOFY/苏菲,其他,护垫系列,国产,棉柔亲肤,175,其他,其他,其他,其他,139.2000,4,34.80000000
1709,阿里,天猫,SOFY/苏菲,其他,护垫系列,国产,棉柔亲肤,175,无香味,其他,其他,其他,4928.5000,161,30.61180124
1709,阿里,天猫,SOFY/苏菲,其他,护垫系列,进口,其他,330,其他,其他,其他,其他,158.4000,16,9.90000000
1709,阿里,天猫,SOFY/苏菲,其他,极上系列,国产,棉柔亲肤,230,有香味,其他,其他,其他,249.6000,4,62.40000000
1709,阿里,天猫,SOFY/苏菲,其他,极上系列,国产,棉柔亲肤,250,有香味,其他,其他,其他,119.8000,2,59.90000000
1709,阿里,天猫,SOFY/苏菲,其他,超熟睡系列,国产,丝柔超薄,285,其他,其他,其他,其他,961.4000,31,31.01290323
1709,阿里,天猫,SOFY/苏菲,其他,超熟睡系列,国产,丝柔超薄,290,其他,其他,其他,其他,155.0000,10,15.50000000
1709,阿里,天猫,SOFY/苏菲,其他,超熟睡系列,国产,丝柔超薄,350,其他,其他,其他,其他,794.8000,22,36.12727273
1709,阿里,天猫,SOFY/苏菲,其他,超熟睡系列,国产,丝柔超薄,410,其他,其他,其他,其他,424.0000,32,13.25000000
1709,阿里,天猫,SOFY/苏菲,其他,超熟睡系列,国产,丝柔超薄,其他,其他,其他,其他,其他,543.9000,21,25.90000000
1709,阿里,天猫,SOFY/苏菲,其他,超熟睡系列,国产,其他,230,其他,其他,其他,其他,147.9000,3,49.30000000
1709,阿里,天猫,SOFY/苏菲,其他,超熟睡系列,国产,其他,290,其他,其他,其他,其他,170.0000,10,17.00000000
1709,阿里,天猫,SOFY/苏菲,其他,超熟睡系列,国产,其他,350,其他,其他,其他,其他,31023.0000,343,90.44606414
1709,阿里,天猫,SOFY/苏菲,其他,超熟睡系列,国产,其他,410,其他,其他,其他,其他,195.3000,100,1.95300000
1709,阿里,天猫,SOFY/苏菲,其他,超熟睡系列,国产,其他,420,其他,其他,其他,其他,5.0400,504,0.01000000
1709,阿里,天猫,SOFY/苏菲,其他,超熟睡系列,国产,其他,其他,其他,其他,其他,其他,3585.0000,284,12.62323944
1709,阿里,天猫,SOFY/苏菲,其他,超熟睡系列,国产,干爽网面,350,无香味,其他,其他,其他,418.8000,28,14.95714286
1709,阿里,天猫,SOFY/苏菲,其他,超熟睡系列,国产,棉柔亲肤,290,其他,其他,其他,其他,2064.0000,160,12.90000000
1709,阿里,天猫,SOFY/苏菲,其他,超熟睡系列,国产,棉柔亲肤,290,无香味,其他,其他,其他,168.9000,24,7.03750000
