no.,Product Name,Shop Name,Brand,Date,Sales Value,Sales Unit,Price
38,七度空间卫生巾少女纯棉日用超长夜用护垫混合装姨妈巾组合装,七度空间恒阜专卖店,SPACE7/七度空间,1705,302171.2600,4619,65.41919463
39,强生ob卫生棉条混合量多普通型3盒德国进口内置式姨妈卫生巾月经,强生中国官方旗舰店,o．b．,1705,277723.0000,4884,56.86384111
40,花王乐而雅日夜卫生巾量多日用25cm*48片+夜用40cm*16片,乐而雅官方旗舰店,KAO/花王,1705,275286.0000,3275,84.05679389
41,Free超薄蓝芯透气卫生巾 日用夜用组合套装女神卫生巾组合装,free旗舰店,Free/飞,1705,251044.0000,4194,59.85789223
42,千金净雅卫生巾纯棉超薄常规日用+夜用双月混合组合装正品包邮,jaya千金净雅旗舰店,JAYA/千金净雅,1705,249750.0000,2500,99.90000000
43,妇炎洁樱花棉柔卫生巾6包组合装 纯棉姨妈巾日用+夜用+护垫混合装,妇炎洁官方旗舰店,妇炎洁,1705,243962.8900,5158,47.29796239
44,七度空间卫生巾批发整箱日用夜用混合装纯棉组合棉柔姨妈巾超薄型,诚宇家居专营店,SPACE7/七度空间,1705,227251.9800,6045,37.59337965
45,+7佳期卫生巾批发  超薄透气棉柔日用+夜用无荧光剂套装6包74片,佳期旗舰店,GOODCARE/佳期,1705,226541.8000,3782,59.90000000
46,淘淘氧棉纯棉卫生巾夜用舒适日夜用超值组合装无荧光官方正品包邮,淘淘氧棉旗舰店,淘淘氧棉,1705,225026.9000,3011,74.73493856
47,全棉时代 奈丝公主卫生巾 纯棉表层日用夜用 超薄加长组合装 8包,全棉时代官方旗舰店,Purcotton/全棉时代,1705,223632.0000,2451,91.24112607
48,洁婷透气棉柔防漏日夜卫生巾有护翼无护翼8包混合装批发姨妈巾,洁婷旗舰店,Ladycare/洁婷,1705,212145.7800,4267,49.71778299
49,七度空间卫生巾批发整箱少女姨妈巾纯棉日用夜用正品护垫混合装,亮洁家居专营店,SPACE7/七度空间,1705,210715.0000,3350,62.90000000
50,洁婷卫生巾透气防漏日夜混合装卫生棉包邮促销姨妈巾共75片,洁婷旗舰店,Ladycare/洁婷,1705,208028.6000,2261,92.00734188
51,米娅卫生巾组合装 棉柔日夜用5日4夜56片 蚕丝姨妈巾夜用,mia米娅旗舰店,MIA/米娅,1705,203185.7000,2543,79.90000000
52,花王乐而雅进口零触感卫生巾日夜组合79片20.5cm+25cm*2+35cm,乐而雅官方旗舰店,KAO/花王,1705,189969.6000,1488,127.66774194
53,护舒宝进口液体卫生巾always极护未来感日用30+超长夜用10 包邮,宝洁官方旗舰店,whisper/护舒宝,1705,185912.2000,1695,109.68271386
54,宝洁进口护舒宝Always液体卫生巾无荧光剂日用54片+夜用16片,宝洁海外旗舰店,whisper/护舒宝,1705,183354.9000,1247,147.03680834
