no.,tb_item_id,name,platform,shop_name,shop_type,month,num,sales(yuan),brand
6,520169267371,七度空间卫生巾少女系列纯棉超薄日用夜用超长姨妈巾组合官方正品,阿里,七度空间官方旗舰店,天猫,1707,19185,1377936.3000,SPACE7/七度空间
7,37742030041,七度空间卫生巾批发少女纯棉柔超薄日用夜用护垫姨妈巾整箱混合装,阿里,华商创辉家居专营店,天猫,1707,16786,1171199.7000,SPACE7/七度空间
8,525344133119,七度空间卫生巾批发整箱少女姨妈巾纯棉日用夜用正品护垫混合装,阿里,七度空间恒阜专卖店,天猫,1707,33775,1338984.2000,SPACE7/七度空间
9,40702993392,护舒宝云感棉卫生巾纯棉亲肤夜用日用姨妈巾组合混合套装日夜棉柔,阿里,宝洁官方旗舰店,天猫,1707,10453,739253.4200,whisper/护舒宝
10,41451085855,【天猫超市】ABC卫生巾纤薄棉柔排湿表层日用+夜用6包 大包装,阿里,天猫超市,天猫超市,1707,30882,1116988.2000,ABC
11,535662890789,【极上爆款】苏菲卫生巾裸感S230+250+超熟睡420Air气垫组合,阿里,苏菲官方旗舰店,天猫,1707,14490,1207232.1000,SOFY/苏菲
12,522221500890,全棉时代 奈丝公主卫生巾 纯棉表层日用夜用 超吸加长组合装 16包,阿里,全棉时代官方旗舰店,天猫,1707,242,51884.8000,Purcotton/全棉时代
13,544438389550,ADAOFU阿道夫卫生巾日用夜用组合装棉柔经期姨妈巾套装42片旗舰店,阿里,阿道夫家居旗舰店,天猫,1707,49875,2418608.5000,ADAOFU/阿道夫
14,35484934610,怡丽卫生巾 棉柔纤巧舒适组合装 日用贴身夜用超长防漏姨妈巾,阿里,怡丽官方旗舰店,天猫,1707,21631,819736.8100,Elis/怡丽
15,544204239375,丹碧丝Tampax进口隐形卫生棉条 导管式内置无感姨妈卫生巾日夜用,阿里,宝洁官方旗舰店,天猫,1707,12314,1241801.5500,Tampax/丹碧丝
